ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20160021515,2,Wet,1
T20160021530,1,Dry,1
T20160021535,1,Dry,1
T20160021574,1,Dry,0
T20160021595,1,Dry,1
T20160021604,1,Dry,1
T20160021607,1,Dry,1
T20160021621,1,Dry,1
T20160021638,1,Dry,0
T20160021656,1,Dry,1
T20160021658,1,Dry,1
T20160021675,1,Dry,0
T20160021701,1,Dry,1
T20160021734,1,Dry,1
T20160021741,2,Wet,1
T20160021751,1,Dry,1
T20160021765,1,Dry,1
T20160021788,1,Dry,1
T20160021791,1,Dry,1
T20160021804,1,Dry,1
T20160021817,1,Dry,1
T20160021818,1,Dry,0
T20160021839,1,Dry,1
T20160021841,1,Dry,1
T20160021864,1,Dry,1
T20160021881,1,Dry,1
T20160021914,9,Unk.,1
T20160021937,9,Unk.,1
T20160021944,1,Dry,0
T20160021947,2,Wet,1
T20160021958,2,Wet,1
T20160021967,1,Dry,1
T20160021987,1,Dry,1
T20160022025,1,Dry,1
T20160022045,1,Dry,0
T20160022061,1,Dry,1
T20160022066,1,Dry,0
T20160022074,1,Dry,1
T20160022103,2,Wet,1
T20160022106,1,Dry,1
T20160022141,1,Dry,0
T20160022146,1,Dry,0
T20160022158,1,Dry,1
T20160022160,1,Dry,0
T20160022161,1,Dry,1
T20160022172,1,Dry,1
T20160022192,1,Dry,1
T20160022228,1,Dry,0
T20160022248,1,Dry,0
T20220003416,1,Dry,1
T20220003421,2,Wet,1
T20220003439,1,Dry,0
T20220003442,1,Dry,0
T20220003466,1,Dry,1
T20220003499,1,Dry,0
T20220003528,1,Dry,1
T20220003549,1,Dry,1
T20220003579,1,Dry,0
T20220003596,1,Dry,1
T20220003597,1,Dry,0
T20220003625,1,Dry,1
T20220003628,1,Dry,1
T20220003657,1,Dry,1
T20220003658,1,Dry,1
T20220003663,9,Unk.,0
T20220003668,1,Dry,1
T20220003683,1,Dry,1
T20220003699,1,Dry,0
T20220003701,1,Dry,1
T20220003753,1,Dry,1
T20220003773,1,Dry,0
T20220003778,1,Dry,1
T20220003785,1,Dry,0
T20220003807,1,Dry,0
T20220003810,2,Wet,1
T20220003814,1,Dry,1
T20220003876,1,Dry,1
T20220003901,1,Dry,1
T20220003926,1,Dry,1
T20220003931,1,Dry,0
T20220003949,9,Unk.,1
T20220003953,1,Dry,0
T20220003961,1,Dry,1
T20220003977,1,Dry,1
T20220003980,1,Dry,1
T20220003992,1,Dry,1
T20220004016,9,Unk.,0
T20220004017,1,Dry,1
T20220004024,1,Dry,1
T20170020795,1,Dry,1
T20170020809,1,Dry,0
T20170020812,1,Dry,1
T20170020838,1,Dry,1
T20170020844,1,Dry,1
T20170020859,1,Dry,1
T20170020875,1,Dry,1
T20170020889,2,Wet,1
T20170020914,1,Dry,1
T20170020916,1,Dry,1
T20170020916,2,Wet,2
T20170020945,1,Dry,1
T20170020971,2,Wet,1
T20170021012,2,Wet,1
T20170021022,9,Unk.,1
T20170021048,1,Dry,1
T20170021062,1,Dry,1
T20170021075,1,Dry,1
T20170021076,1,Dry,1
T20170021101,1,Dry,1
T20170021132,1,Dry,1
T20170021190,1,Dry,1
T20170021201,1,Dry,1
T20170021203,1,Dry,1
T20170021216,1,Dry,1
T20170021219,1,Dry,1
T20170021220,1,Dry,1
T20170021226,1,Dry,1
T20170021245,1,Dry,1
T20170021278,9,Unk.,1
T20170021285,1,Dry,1
T20170021300,1,Dry,1
T20170021302,1,Dry,1
T20170021309,1,Dry,0
T20190002441,1,Dry,1
T20190002450,1,Dry,1
T20190002463,1,Dry,1
T20190002465,1,Dry,1
T20190002495,2,Wet,1
T20190002519,1,Dry,0
T20190002567,1,Dry,1
T20190002569,1,Dry,1
T20190002579,1,Dry,1
T20190002585,1,Dry,0
T20190002591,1,Dry,1
T20190002593,1,Dry,1
T20190002627,1,Dry,1
T20190002639,1,Dry,1
T20190002670,1,Dry,1
T20190002683,2,Wet,1
T20190002685,2,Wet,1
T20190002695,1,Dry,1
T20190002750,1,Dry,1
T20190002752,1,Dry,0
T20190002771,1,Dry,1
T20190002791,1,Dry,1
T20190002800,1,Dry,1
T20190002815,1,Dry,1
T20190002828,1,Dry,1
T20190002830,1,Dry,0
T20190002832,1,Dry,0
T20190002845,1,Dry,0
T20190002871,1,Dry,1
T20190002877,1,Dry,1
T20190002885,1,Dry,1
T20190002887,1,Dry,1
T20190002895,1,Dry,1
T20190002900,1,Dry,0
T20190002907,1,Dry,1
T20190002935,9,Unk.,1
T20190002945,1,Dry,1
T20190002983,1,Dry,1
T20190002986,1,Dry,1
T20190003030,1,Dry,1
T20190003032,1,Dry,0
T20190003047,1,Dry,0
T20190003055,1,Dry,0
T20190003057,1,Dry,1
T20190003059,1,Dry,1
T20190003090,1,Dry,1
T20190003095,1,Dry,1
T20190003097,1,Dry,1
T20190003109,1,Dry,1
T20190003128,1,Dry,1
T20190003133,1,Dry,1
T20190003150,1,Dry,1
T20190003175,1,Dry,1
T20190003208,1,Dry,1
T20190003210,1,Dry,1
T20190003225,9,Unk.,1
T20190003235,1,Dry,1
T20190003254,1,Dry,1
T20190003263,1,Dry,1
T20190003264,1,Dry,1
T20190003275,1,Dry,1
T20190003285,1,Dry,1
T20190003300,1,Dry,1
T20190003368,1,Dry,1
T20190003376,1,Dry,1
T20190003412,1,Dry,0
T20190003414,1,Dry,1
T20190003420,1,Dry,1
T20190003457,1,Dry,0
T20190003465,1,Dry,1
T20190003482,1,Dry,0
T20190003529,1,Dry,0
T20200005089,1,Dry,0
T20200005093,1,Dry,1
T20200005104,1,Dry,1
T20200005110,1,Dry,1
T20200005141,9,Unk.,1
T20200005165,1,Dry,1
T20200005176,1,Dry,0
T20200005185,1,Dry,0
T20200005222,2,Wet,0
T20200005226,1,Dry,1
T20200005234,1,Dry,1
T20200005261,9,Unk.,0
T20200005262,1,Dry,0
T20200005282,1,Dry,1
T20200005283,1,Dry,0
T20200005307,1,Dry,0
T20200005314,2,Wet,1
T20200005331,2,Wet,1
T20200005362,1,Dry,1
T20200005386,2,Wet,0
T20200005433,2,Wet,0
T20200005436,2,Wet,0
T20200005449,2,Wet,1
T20200005454,1,Dry,1
T20200005497,2,Wet,0
T20200005514,2,Wet,1
T20200005522,1,Dry,1
T20200005570,2,Wet,1
T20200005588,1,Dry,1
T20200005604,2,Wet,1
T20200005624,1,Dry,1
T20200005661,1,Dry,1
T20200005665,1,Dry,1
T20200005682,1,Dry,1
T20200005711,1,Dry,1
T20200005730,1,Dry,0
T20200005743,1,Dry,1
T20200005755,1,Dry,1
T20200005775,1,Dry,1
T20200005785,1,Dry,0
T20200005834,1,Dry,1
T20200005842,1,Dry,0
T20200005853,1,Dry,1
T20200005868,1,Dry,1
T20200005877,1,Dry,0
T20200005881,2,Wet,1
T20200005892,1,Dry,0
T20200005901,9,Unk.,1
T20200005925,1,Dry,1
T20200005929,1,Dry,0
T20200005941,1,Dry,0
T20200005948,1,Dry,1
T20200005953,1,Dry,1
T20200005956,9,Unk.,0
T20200005968,9,Unk.,1
T20200005993,1,Dry,1
T20200005998,1,Dry,1
T20200006008,1,Dry,1
T20200006015,9,Unk.,1
T20200006022,1,Dry,1
T20200006029,1,Dry,1
T20200006033,1,Dry,1
T20200006034,1,Dry,1
T20200006067,1,Dry,1
T20200006091,1,Dry,1
T20200006151,1,Dry,1
T20200006154,1,Dry,1
T20200006164,9,Unk.,1
T20200006185,1,Dry,0
T20200006190,1,Dry,0
T20200006199,9,Unk.,0
T20200006217,2,Wet,1
T20200006225,1,Dry,1
T20200006233,1,Dry,1
T20200006238,1,Dry,0
T20200006262,1,Dry,1
T20200006265,1,Dry,0
T20200006286,1,Dry,0
T20200006291,1,Dry,1
T20200006298,1,Dry,1
T20200006311,1,Dry,1
T20200006325,1,Dry,0
T20200006340,1,Dry,1
T20200006343,1,Dry,1
T20200006357,1,Dry,1
T20200006360,1,Dry,1
T20200006363,1,Dry,1
T20200006372,1,Dry,1
T20200006386,1,Dry,0
T20200006405,1,Dry,0
T20200006427,1,Dry,1
T20200017680,2,Wet,1
T20200017695,1,Dry,0
T20200017707,2,Wet,0
T20200017725,1,Dry,1
T20200017732,1,Dry,0
T20200017742,1,Dry,0
T20200017771,2,Wet,0
T20200017771,3,Muddy,1
T20200017784,2,Wet,1
T20200017796,2,Wet,1
T20200017802,1,Dry,0
T20200017818,1,Dry,0
T20200017826,1,Dry,1
T20200017838,2,Wet,1
T20200017841,1,Dry,1
T20220003880,1,Dry,1
T20220003885,9,Unk.,0
T20220003923,1,Dry,1
T20220003928,1,Dry,1
T20220003955,1,Dry,1
T20220003978,1,Dry,1
T20220003989,1,Dry,1
T20220003991,1,Dry,1
T20220003998,1,Dry,0
T20220004018,1,Dry,1
T20220004023,1,Dry,0
T20220004039,1,Dry,0
T20220004090,1,Dry,1
T20220004091,1,Dry,1
T20220004123,1,Dry,1
T20220004133,1,Dry,1
T20220004138,1,Dry,1
T20220004143,1,Dry,1
T20220004150,1,Dry,1
T20220004177,1,Dry,1
T20220004185,9,Unk.,1
T20220004209,1,Dry,1
T20220004211,1,Dry,1
T20220004236,1,Dry,0
T20220004239,9,Unk.,1
T20220004246,9,Unk.,1
T20220004262,1,Dry,1
T20220004306,5,Icy,1
T20220004315,1,Dry,1
T20220004335,1,Dry,1
T20220004343,1,Dry,0
T20220004357,1,Dry,1
T20220004386,1,Dry,1
T20220004398,1,Dry,1
T20220004444,1,Dry,1
T20220004445,1,Dry,1
T20220004466,1,Dry,1
T20220004494,1,Dry,1
T20220004524,2,Wet,1
T20220004525,1,Dry,0
T20220004541,2,Wet,0
T20220004544,3,Muddy,1
T20220004575,1,Dry,1
T20220004582,2,Wet,1
T20220004641,1,Dry,1
T20220004655,1,Dry,1
T20220004656,9,Unk.,1
T20220004682,1,Dry,0
T20220004691,1,Dry,0
T20220004700,1,Dry,1
T20220004738,1,Dry,1
T20220004761,1,Dry,1
T20220004798,1,Dry,1
T20220004803,9,Unk.,1
T20220004823,1,Dry,1
T20220004844,1,Dry,1
T20220004853,1,Dry,0
T20220004866,1,Dry,1
T20220004873,1,Dry,0
T20220004874,1,Dry,1
T20220004886,1,Dry,1
T20220004889,1,Dry,1
T20220004901,2,Wet,1
T20220004931,1,Dry,1
T20220004946,2,Wet,1
T20220004958,1,Dry,1
T20220004992,2,Wet,1
T20220005014,2,Wet,0
T20220005020,1,Dry,1
T20220005021,3,Muddy,0
T20220005030,1,Dry,0
T20220005079,1,Dry,1
T20220005085,1,Dry,1
T20220005088,9,Unk.,0
T20220005093,1,Dry,0
T20220005108,2,Wet,1
T20220005111,1,Dry,0
T20220005129,1,Dry,1
T20220005130,1,Dry,1
T20220005145,1,Dry,0
T20220005185,3,Muddy,1
T20220005217,1,Dry,1
T20220005218,9,Unk.,0
T20220005234,1,Dry,0
T20220005244,1,Dry,1
T20220005257,1,Dry,1
T20220005260,1,Dry,1
T20220005263,1,Dry,1
T20220005317,9,Unk.,1
T20220005330,1,Dry,1
T20220005333,1,Dry,0
T20220005342,1,Dry,0
T20220005367,1,Dry,1
T20220005390,9,Unk.,1
T20220005403,1,Dry,1
T20220005414,1,Dry,1
T20220005417,1,Dry,0
T20220005433,1,Dry,1
T20220005434,1,Dry,1
T20220005445,1,Dry,0
T20220005448,1,Dry,1
T20220005452,1,Dry,0
T20220005473,1,Dry,0
T20220005480,1,Dry,0
T20220005492,1,Dry,1
T20220005510,1,Dry,1
T20220003990,1,Dry,1
T20220004010,2,Wet,0
T20220004026,1,Dry,1
T20220004070,1,Dry,1
T20220004072,1,Dry,1
T20220004087,1,Dry,1
T20220004105,1,Dry,1
T20220004165,1,Dry,0
T20220004167,1,Dry,0
T20220004172,1,Dry,1
T20220004201,1,Dry,0
T20220004202,1,Dry,1
T20220004218,1,Dry,1
T20220004222,1,Dry,1
T20220004224,1,Dry,0
T20220004230,2,Wet,1
T20220004251,1,Dry,1
T20220004257,1,Dry,1
T20220004267,1,Dry,0
T20220004269,1,Dry,0
T20220004272,1,Dry,0
T20220004274,1,Dry,1
T20220004288,1,Dry,1
T20220004296,1,Dry,1
T20220004310,1,Dry,0
T20220004322,1,Dry,1
T20220004324,1,Dry,1
T20220004354,1,Dry,1
T20220004378,1,Dry,1
T20220004407,1,Dry,1
T20220004429,1,Dry,1
T20220004435,9,Unk.,0
T20220004463,1,Dry,0
T20220004485,1,Dry,0
T20220004493,1,Dry,0
T20220004503,1,Dry,1
T20220004535,1,Dry,1
T20220004548,2,Wet,0
T20220004564,2,Wet,1
T20220004566,2,Wet,0
T20220004568,1,Dry,1
T20220004604,2,Wet,1
T20220004614,1,Dry,1
T20220004619,1,Dry,1
T20220004633,1,Dry,0
T20220004635,1,Dry,0
T20220004638,1,Dry,1
T20220004666,1,Dry,1
T20220004699,1,Dry,1
T20220004707,1,Dry,1
T20220004709,1,Dry,1
T20220004717,9,Unk.,0
T20220004719,9,Unk.,1
T20220004749,1,Dry,1
T20220004754,1,Dry,1
T20220004777,1,Dry,0
T20220004779,1,Dry,0
T20220004781,1,Dry,1
T20220004813,1,Dry,0
T20220004829,2,Wet,1
T20220004839,1,Dry,1
T20220004881,2,Wet,0
T20220004896,2,Wet,1
T20220004898,2,Wet,1
T20220004917,1,Dry,0
T20220004926,1,Dry,1
T20220004936,1,Dry,1
T20220004938,1,Dry,0
T20220004965,1,Dry,1
T20220004971,1,Dry,1
T20220005003,2,Wet,0
T20220005029,2,Wet,1
T20220005029,3,Muddy,2
T20220005038,2,Wet,0
T20220005055,1,Dry,1
T20220005066,2,Wet,1
T20220005068,1,Dry,1
T20220005073,1,Dry,1
T20220005096,1,Dry,1
T20220005116,1,Dry,1
T20220005134,1,Dry,1
T20220005154,1,Dry,1
T20220005177,1,Dry,0
T20220005179,3,Muddy,1
T20220005205,1,Dry,0
T20220005207,1,Dry,0
T20220005210,1,Dry,1
T20220005212,1,Dry,1
T20220005220,1,Dry,0
T20220005222,1,Dry,1
T20220005251,1,Dry,1
T20220005268,1,Dry,1
T20220005288,9,Unk.,0
T20220005295,1,Dry,1
T20220005304,1,Dry,0
T20220005321,1,Dry,1
T20220005323,1,Dry,1
T20220005339,1,Dry,0
T20220005349,1,Dry,1
T20220005352,1,Dry,1
T20220005353,1,Dry,1
T20220005355,1,Dry,0
T20220005366,1,Dry,1
T20220005371,1,Dry,1
T20220005384,1,Dry,1
T20220005404,1,Dry,0
T20190010214,2,Wet,1
T20190010235,2,Wet,1
T20190010242,2,Wet,1
T20190010255,1,Dry,1
T20190010322,1,Dry,1
T20190010324,2,Wet,1
T20190010334,2,Wet,1
T20190010336,1,Dry,0
T20190010363,1,Dry,1
T20190010371,1,Dry,1
T20190010391,2,Wet,0
T20190010422,2,Wet,0
T20190010443,1,Dry,1
T20190010464,1,Dry,1
T20190010505,1,Dry,0
T20190010539,1,Dry,1
T20190010542,2,Wet,1
T20190010558,1,Dry,1
T20190010562,1,Dry,1
T20190010585,1,Dry,1
T20190010615,9,Unk.,1
T20190010617,1,Dry,1
T20190010641,1,Dry,1
T20190010661,1,Dry,1
T20190010674,1,Dry,0
T20190010699,1,Dry,1
T20190010714,1,Dry,1
T20190010730,1,Dry,0
T20190010747,1,Dry,0
T20190010751,1,Dry,1
T20190010753,1,Dry,1
T20190010780,1,Dry,0
T20190010813,1,Dry,0
T20190010822,1,Dry,0
T20190010849,2,Wet,1
T20190010855,2,Wet,0
T20190010861,1,Dry,1
T20190010883,2,Wet,1
T20190010889,1,Dry,1
T20190010907,1,Dry,0
T20190010909,1,Dry,1
T20190010917,1,Dry,0
T20190010952,2,Wet,1
T20190010969,2,Wet,0
T20190010975,2,Wet,1
T20190010999,2,Wet,1
T20190011012,9,Unk.,0
T20190011014,1,Dry,1
T20190011025,2,Wet,1
T20190011027,1,Dry,1
T20190011048,1,Dry,0
T20190011050,1,Dry,0
T20190011052,1,Dry,0
T20190011073,2,Wet,1
T20190011081,2,Wet,1
T20190011093,1,Dry,1
T20190011158,1,Dry,0
T20190011170,1,Dry,1
T20190011187,1,Dry,0
T20190011213,1,Dry,1
T20190011226,1,Dry,1
T20190011232,1,Dry,0
T20190011255,1,Dry,1
T20190011259,1,Dry,0
T20190011261,9,Unk.,1
T20190011278,1,Dry,1
T20190011293,1,Dry,1
T20190011306,2,Wet,1
T20190011322,1,Dry,1
T20190011324,1,Dry,1
T20190011331,2,Wet,1
T20190011345,2,Wet,1
T20190011383,2,Wet,0
T20190011385,2,Wet,1
T20190011395,1,Dry,0
T20190011410,1,Dry,0
T20160018917,1,Dry,1
T20160018930,1,Dry,1
T20160018932,1,Dry,0
T20160018952,1,Dry,1
T20160018954,1,Dry,0
T20160018956,1,Dry,1
T20160018971,1,Dry,0
T20160018985,2,Wet,0
T20160018994,2,Wet,1
T20160019015,1,Dry,1
T20160019034,9,Unk.,0
T20160019065,1,Dry,1
T20160019067,2,Wet,1
T20160019090,9,Unk.,1
T20160019103,2,Wet,0
T20160019105,1,Dry,1
T20160019120,1,Dry,0
T20160019132,1,Dry,1
T20160019134,1,Dry,0
T20160019153,1,Dry,1
T20160019167,1,Dry,1
T20160019188,1,Dry,1
T20160019230,1,Dry,1
T20160019245,1,Dry,0
T20160019281,9,Unk.,1
T20160019284,2,Wet,1
T20160019309,1,Dry,1
T20160019317,1,Dry,1
T20160019325,1,Dry,1
T20160019327,1,Dry,0
T20220004033,1,Dry,1
T20220004038,1,Dry,1
T20220004054,1,Dry,0
T20220004066,1,Dry,0
T20220004078,1,Dry,1
T20220004112,1,Dry,1
T20220004122,1,Dry,1
T20220004129,1,Dry,0
T20220004132,9,Unk.,1
T20220004135,1,Dry,0
T20220004144,1,Dry,1
T20220004160,1,Dry,0
T20220004178,1,Dry,1
T20220004208,1,Dry,1
T20220004210,1,Dry,1
T20220004245,1,Dry,1
T20220004260,1,Dry,0
T20220004279,2,Wet,1
T20220004280,1,Dry,1
T20220004307,1,Dry,1
T20220004314,1,Dry,1
T20220004338,1,Dry,1
T20220004340,1,Dry,1
T20220004380,1,Dry,1
T20220004402,1,Dry,0
T20220004405,1,Dry,0
T20220004410,1,Dry,1
T20220004423,1,Dry,1
T20220004465,1,Dry,1
T20220004471,9,Unk.,1
T20220004474,1,Dry,1
T20220004480,9,Unk.,1
T20220004483,1,Dry,1
T20220004499,1,Dry,0
T20220004501,9,Unk.,0
T20220004542,2,Wet,1
T20220004557,1,Dry,1
T20220004574,2,Wet,1
T20220004580,1,Dry,1
T20220004596,1,Dry,1
T20220004612,1,Dry,0
T20220004642,1,Dry,1
T20220004657,1,Dry,0
T20220004660,1,Dry,1
T20220004677,1,Dry,1
T20220004683,1,Dry,1
T20220004697,1,Dry,1
T20220004702,1,Dry,1
T20220004710,5,Icy,1
T20220004711,1,Dry,1
T20220004720,1,Dry,1
T20220004737,1,Dry,1
T20220004752,1,Dry,0
T20220004760,1,Dry,1
T20220004764,1,Dry,1
T20220004801,1,Dry,0
T20220004819,1,Dry,1
T20220004821,1,Dry,1
T20220004849,1,Dry,1
T20220004864,1,Dry,0
T20220004867,1,Dry,1
T20220004872,1,Dry,0
T20220004884,2,Wet,1
T20220004887,1,Dry,1
T20220004888,2,Wet,1
T20220004902,2,Wet,1
T20220004910,2,Wet,1
T20220004930,2,Wet,1
T20220004940,1,Dry,0
T20220004947,1,Dry,0
T20220004955,9,Unk.,1
T20220004968,1,Dry,0
T20220004969,2,Wet,1
T20220004979,2,Wet,1
T20220004991,2,Wet,1
T20220004994,2,Wet,1
T20220005009,1,Dry,1
T20220005016,1,Dry,1
T20220005031,2,Wet,1
T20220005032,2,Wet,0
T20220005094,1,Dry,1
T20220005109,1,Dry,1
T20220005146,1,Dry,1
T20220005184,1,Dry,1
T20220005198,2,Wet,1
T20220005228,9,Unk.,1
T20220005235,9,Unk.,1
T20220005258,1,Dry,0
T20220005262,1,Dry,0
T20220005280,1,Dry,1
T20220005331,1,Dry,0
T20220005402,1,Dry,0
T20220005435,1,Dry,0
T20220005446,1,Dry,1
T20220005451,1,Dry,0
T20220005478,1,Dry,0
T20220005479,1,Dry,1
T20220005498,1,Dry,1
T20220005525,1,Dry,1
T20220005528,1,Dry,0
T20220005540,1,Dry,1
T20220005553,1,Dry,1
T20220005566,1,Dry,1
T20220005570,1,Dry,1
T20220005605,1,Dry,1
T20220005623,1,Dry,1
T20200017861,2,Wet,0
T20200017880,2,Wet,1
T20200017892,1,Dry,1
T20200017904,2,Wet,1
T20200017940,1,Dry,1
T20200017941,1,Dry,1
T20200017956,1,Dry,1
T20200017977,1,Dry,1
T20200017994,9,Unk.,1
T20200018002,1,Dry,1
T20200018018,1,Dry,1
T20200018031,1,Dry,0
T20200018052,1,Dry,1
T20200018060,1,Dry,1
T20200018081,1,Dry,1
T20200018097,1,Dry,0
T20200018102,2,Wet,1
T20200018111,1,Dry,1
T20200018126,1,Dry,0
T20200018134,1,Dry,0
T20200018139,1,Dry,0
T20200018144,2,Wet,0
T20200018152,1,Dry,0
T20200018176,9,Unk.,1
T20200018219,2,Wet,1
T20200018226,1,Dry,1
T20200018227,1,Dry,1
T20200018232,1,Dry,1
T20200018247,1,Dry,1
T20200018264,2,Wet,0
T20200018272,2,Wet,1
T20200018288,9,Unk.,1
T20200018299,2,Wet,0
T20200018314,2,Wet,1
T20200018325,1,Dry,0
T20200018332,1,Dry,1
T20200018362,9,Unk.,1
T20200018370,1,Dry,1
T20200018385,1,Dry,1
T20200018398,1,Dry,1
T20200018405,1,Dry,1
T20200018417,1,Dry,1
T20200018422,1,Dry,1
T20200018454,1,Dry,1
T20200018485,1,Dry,1
T20200018491,1,Dry,1
T20200018498,1,Dry,1
T20200018500,1,Dry,1
T20200018505,1,Dry,1
T20200018515,1,Dry,0
T20200018520,9,Unk.,1
T20200018541,1,Dry,1
T20200018548,1,Dry,0
T20200018557,1,Dry,1
T20200018564,1,Dry,1
T20200018581,1,Dry,1
T20200018588,1,Dry,0
T20200018596,1,Dry,1
T20200018601,1,Dry,1
T20200018608,1,Dry,0
T20200018649,1,Dry,1
T20200018655,1,Dry,1
T20200018664,1,Dry,0
T20200018682,1,Dry,1
T20200018699,2,Wet,0
T20200018703,2,Wet,0
T20200018711,2,Wet,1
T20200018728,1,Dry,1
T20200018740,1,Dry,1
T20200018786,1,Dry,1
T20200018808,1,Dry,1
T20200018814,1,Dry,0
T20200018822,1,Dry,0
T20200018867,1,Dry,1
T20200018874,1,Dry,1
T20200018882,1,Dry,1
T20200018901,1,Dry,0
T20200018906,1,Dry,0
T20200018916,1,Dry,1
T20200018920,9,Unk.,1
T20200018929,1,Dry,0
T20200018949,1,Dry,1
T20200018952,1,Dry,1
T20200018960,1,Dry,1
T20200018971,1,Dry,0
T20200018988,1,Dry,0
T20200019005,2,Wet,0
T20200019024,1,Dry,1
T20200019035,1,Dry,1
T20200019044,1,Dry,1
T20200019060,1,Dry,1
T20200019070,1,Dry,0
T20200019099,1,Dry,0
T20200019109,1,Dry,0
T20200019117,1,Dry,1
T20200019127,1,Dry,0
T20200019131,1,Dry,1
T20200019175,1,Dry,1
T20200019191,1,Dry,1
T20200019213,1,Dry,1
T20200019257,1,Dry,1
T20200019303,1,Dry,1
T20200019313,1,Dry,0
T20200019328,1,Dry,1
T20200019352,1,Dry,0
T20200019360,1,Dry,1
T20190003534,1,Dry,1
T20190003536,1,Dry,1
T20190003538,1,Dry,1
T20190003542,1,Dry,0
T20190003567,1,Dry,1
T20190003578,1,Dry,1
T20190003581,1,Dry,1
T20190003612,1,Dry,1
T20190003648,1,Dry,1
T20190003651,1,Dry,1
T20190003658,1,Dry,1
T20190003674,1,Dry,1
T20190003676,1,Dry,1
T20190003683,1,Dry,1
T20190003693,1,Dry,0
T20190003717,1,Dry,0
T20190003719,1,Dry,1
T20190003744,1,Dry,0
T20190003754,1,Dry,1
T20190003777,1,Dry,1
T20190003796,9,Unk.,1
T20190003827,1,Dry,1
T20190003829,1,Dry,1
T20190003835,1,Dry,1
T20190003841,1,Dry,1
T20190003888,1,Dry,1
T20190003893,9,Unk.,1
T20190003919,1,Dry,1
T20190003920,1,Dry,1
T20190003958,1,Dry,1
T20190003976,1,Dry,1
T20190003999,1,Dry,1
T20190004018,2,Wet,1
T20190004051,1,Dry,1
T20190004096,1,Dry,1
T20190004103,1,Dry,1
T20190004119,1,Dry,1
T20190004137,1,Dry,1
T20190004139,1,Dry,0
T20190004154,1,Dry,1
T20190004160,1,Dry,1
T20190004167,1,Dry,1
T20190004179,1,Dry,1
T20190004180,1,Dry,0
T20190004182,1,Dry,1
T20190004183,1,Dry,1
T20190004187,1,Dry,1
T20190004189,1,Dry,1
T20190004190,1,Dry,1
T20190004225,1,Dry,0
T20190004227,1,Dry,1
T20190004252,1,Dry,1
T20190004259,1,Dry,1
T20190004303,1,Dry,0
T20190004342,1,Dry,1
T20190004360,1,Dry,0
T20190004395,9,Unk.,1
T20190004404,1,Dry,1
T20190004445,1,Dry,1
T20190004479,1,Dry,0
T20190004490,1,Dry,1
T20190004522,1,Dry,1
T20190004535,1,Dry,0
T20190004547,1,Dry,0
T20190004559,1,Dry,1
T20190004567,1,Dry,1
T20190004572,1,Dry,0
T20190004574,1,Dry,1
T20190004624,9,Unk.,0
T20190004634,1,Dry,1
T20190004667,1,Dry,1
T20190004674,1,Dry,1
T20190004677,1,Dry,1
T20190004706,2,Wet,1
T20190004717,1,Dry,1
T20190004738,1,Dry,0
T20190004741,1,Dry,1
T20190004770,1,Dry,1
T20190004773,1,Dry,1
T20190004779,1,Dry,0
T20190004780,1,Dry,1
T20190004793,1,Dry,0
T20190004795,1,Dry,1
T20190004811,1,Dry,1
T20190004830,5,Icy,0
T20190004834,1,Dry,0
T20190004836,9,Unk.,1
T20190004858,1,Dry,0
T20190004869,1,Dry,0
T20190004877,1,Dry,1
T20190004891,1,Dry,1
T20190004931,1,Dry,1
T20190004933,1,Dry,1
T20190004962,1,Dry,0
T20190004968,1,Dry,1
T20190004978,1,Dry,1
T20190004992,1,Dry,1
T20190004994,1,Dry,1
T20190005008,1,Dry,1
T20190005015,1,Dry,1
T20190005017,1,Dry,1
T20190005072,1,Dry,1
T20190005074,1,Dry,1
T20190005079,1,Dry,1
T20190005084,1,Dry,0
T20190005098,1,Dry,1
T20200006031,1,Dry,1
T20200006044,9,Unk.,1
T20200006052,1,Dry,1
T20200006096,1,Dry,1
T20200006153,1,Dry,1
T20200006161,1,Dry,1
T20200006192,1,Dry,1
T20200006197,1,Dry,1
T20200006227,1,Dry,1
T20200006231,1,Dry,1
T20200006248,2,Wet,1
T20200006288,1,Dry,0
T20200006301,1,Dry,0
T20200006308,1,Dry,1
T20200006313,1,Dry,0
T20200006314,1,Dry,0
T20200006345,1,Dry,1
T20200006350,1,Dry,1
T20200006355,1,Dry,0
T20200006362,1,Dry,1
T20200006369,1,Dry,0
T20200006379,1,Dry,1
T20200006391,9,Unk.,0
T20200006398,1,Dry,1
T20200006413,1,Dry,1
T20200006440,1,Dry,0
T20200006449,1,Dry,1
T20200006456,1,Dry,0
T20200006489,1,Dry,1
T20200006492,1,Dry,1
T20200006514,1,Dry,0
T20200006555,9,Unk.,1
T20200006582,9,Unk.,0
T20200006589,9,Unk.,0
T20200006601,1,Dry,0
T20200006606,1,Dry,0
T20200006615,9,Unk.,0
T20200006626,1,Dry,1
T20200006656,1,Dry,1
T20200006682,1,Dry,1
T20200006698,1,Dry,1
T20200006709,1,Dry,1
T20200006715,1,Dry,1
T20200006720,1,Dry,1
T20200006750,1,Dry,1
T20200006757,1,Dry,0
T20200006770,9,Unk.,1
T20200006797,1,Dry,1
T20200006840,2,Wet,1
T20200006845,1,Dry,1
T20200006857,1,Dry,1
T20200006876,1,Dry,1
T20200006897,1,Dry,1
T20200006907,1,Dry,1
